Label	ID	Track	Strand	Start	Stop	Length	DB XREF	Experiment	Function	Gene	Protein ID	EC_Number	Product	TransL_Table	Locus Tag
lhr	23386:06:00	NC_000962.gbk: CDS (640113442)	+	3676775	3681316	4542	887503	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	HAS BOTH ATPASE AND HELICASE ACTIVITIES.	lhr	NP_217813.1	3.6.1.-	ATP-dependent helicase	11	Rv3296
nei	23386:07:00	NC_000962.gbk: CDS (640113442)	+	3681320	3682087	768	887937		INVOLVED IN DAMAGE REVERSAL. DNA N-GLYCOSYLASE WITH AN AP LYASE ACTIVITY. REQUIRED FOR THE REPAIR OF OXIDATIVE DNA DAMAGE (OXIDIZED PYRIMIDINES).	nei	NP_217814.1	3.2.-.-	endonuclease VIII	11	Rv3297
lpqC	23386:08:00	NC_000962.gbk: CDS (640113442)	-	3682110	3683024	915	887984	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN; LIPOLYTIC ENZYME INVOLVED IN CELLULAR METABOLISM.	lpqC	NP_217815.1	3.1.-.-	esterase	11	Rv3298c
atsB	23386:09:00	NC_000962.gbk: CDS (640113442)	-	3683051	3685963	2913	887500	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	GENERATES SULFATE AND PHENOL FROM PHENOL SULFATE [CATALYTIC ACTIVITY: A PHENOL SULFATE + H(2)O = A PHENOL + SULFATE].	atsB	NP_217816.1	3.1.6.1	arylsulfatase	11	Rv3299c
NC_000962.gbk: CDS	23386:10:00	NC_000962.gbk: CDS (640113442)	-	3685983	3686900	918	887958		UNKNOWN		NP_217817.1		hypothetical protein	11	Rv3300c
phoY1	23386:11:00	NC_000962.gbk: CDS (640113442)	-	3686912	3687577	666	887212	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN TRANSCRIPTIONAL REGULATION OF ACTIVE TRANSPORT OF INORGANIC PHOSPHATE ACROSS THE MEMBRANE.	phoY1	NP_217818.1		phosphate transporter PhoU	11	Rv3301c
glpD2	23386:12:00	NC_000962.gbk: CDS (640113442)	-	3687685	3689442	1758	887211	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN AEROBIC RESPIRATION AND OXYDATION OF GLYCEROL. REDUCES AN ACCEPTOR AND GENERATES GLYCERONE PHOSPHATE FROM Sn-GLYCEROL 3-PHOSPHATE. POSSIBLY PLAY A ROLE IN METABOLISM OF RIBOFLAVIN, FAD,FMN [CATALYTIC ACTIVITY: SN-GLYCEROL 3-PHOSPHATE + ACCEPTO	glpD2	NP_217819.1	1.1.5.3	glycerol-3-phosphate dehydrogenase	11	Rv3302c
lpdA	23386:13:00	NC_000962.gbk: CDS (640113442)	-	3689457	3690938	1482	887659	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN ENERGY METABOLISM. LIPOAMIDE DEHYDROGENASE IS GENERALLY A COMPONENT OF THE MULTIENZYME PYRUVATE DEHYDROGENASE AND/OR ALPHA-KETOACID DEHYDROGENASE AND/OR 2-OXOGLUTARATE DEHYDROGENASE COMPLEXES [CATALYTIC ACTIVITY: DIHYDROLIPOAMIDE + NAD(+) = LI	lpdA	NP_217820.1	1.8.1.4	flavoprotein disulfide reductase	11	Rv3303c
NC_000962.gbk: CDS	23386:14:00	NC_000962.gbk: CDS (640113442)	+	3691141	3691620	480	887605	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_217821.1		hypothetical protein	11	Rv3304
amiA1	23386:15:00	NC_000962.gbk: CDS (640113442)	-	3691639	3692808	1170	887545	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN; CERTAINLY HYDROLYSES L-AMINO ACID.	amiA1	YP_177955.1	3.5.1.-	N-acyl-L-amino acid amidohydrolase	11	Rv3305c
amiB1	23386:16:00	NC_000962.gbk: CDS (640113442)	-	3692805	3693989	1185	887645	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN CELLULAR METABOLISM, ACTIVE ON CARBON ALIPHATIC AMIDES AND/OR ON MANY AROMATIC AMIDES [CATALYTIC ACTIVITY : A MONOCARBOXYLIC ACID AMIDE + H(2)O = A MONOCARBOXYLATE + NH(3)].	amiB1	YP_177956.1	3.5.1.-	amidohydrolase	11	Rv3306c
deoD	23386:17:00	NC_000962.gbk: CDS (640113442)	+	3694054	3694860	807	887542	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN PURINE NUCLEOSIDE SALVAGE. CLEAVAGE OF GUANOSINE OR INOSINE TO RESPECTIVE BASES AND SUGAR-1-PHOSPHATE MOLECULES [CATALYTIC ACTIVITY: PURINE NUCLEOSIDE + ORTHOPHOSPHATE = PURINE + ALPHA-D-RIBOSE 1-PHOSPHATE].	deoD	NP_217824.1	2.4.2.1	purine nucleoside phosphorylase	11	Rv3307
pmmB	23386:18:00	NC_000962.gbk: CDS (640113442)	+	3694864	3696468	1605	887541		CONVERTES D-MANNOSE 1-PHOSPHATE TO D-MANNOSE 6-PHOSPHATE.	pmmB	NP_217825.1	5.4.2.8	phosphomannomutase	11	Rv3308
upp	23386:19:00	NC_000962.gbk: CDS (640113442)	-	3696470	3697093	624	887944		INVOLVED IN PYRIMIDINE SALVAGE PATHWAY [CATALYTIC ACTIVITY: UMP + PYROPHOSPHATE = URACIL + 5-PHOSPHO-ALPHA-D-RIBOSE 1-DIPHOSPHATE].	upp	NP_217826.1	2.4.2.9	uracil phosphoribosyltransferase	11	Rv3309c
NC_000962.gbk: CDS	23386:20:00	NC_000962.gbk: CDS (640113442)	+	3697198	3698097	900	887988	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN CELLULAR METABOLISM: ACTING ON ESTER BONDS [CATALYTIC ACTIVITY: AN ORTHOPHOSPHORIC MONOESTER + H(2)O = AN ALCOHOL + ORTHOPHOSPHATE].		NP_217827.1	3.1.3.2	acid phosphatase	11	Rv3310
NC_000962.gbk: CDS	23386:21:00	NC_000962.gbk: CDS (640113442)	+	3698121	3699383	1263	887533	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_217828.1		hypothetical protein	11	Rv3311
NC_000962.gbk: CDS	23386:23:00	NC_000962.gbk: CDS (640113442)	-	3700705	3701016	312	3205113		UNKNOWN		YP_177957.1		hypothetical protein	11	Rv3312A
NC_000962.gbk: CDS	23386:22:00	NC_000962.gbk: CDS (640113442)	-	3699404	3700330	927	887939		UNKNOWN		NP_217829.1		hypothetical protein	11	Rv3312c
add	23386:24:00	NC_000962.gbk: CDS (640113442)	-	3701087	3702184	1098	887994	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	CATALYZES HYDROLYTIC DEAMINATION OF ADENOSINE AND GENERATES INOSINE [CATALYTIC ACTIVITY: ADENOSINE + H(2)O = INOSINE + NH(3) (ALSO MAY ACT ON DEOXYADENOSINE)].	add	NP_217830.1	3.5.4.4	adenosine deaminase	11	Rv3313c
deoA	23386:25:00	NC_000962.gbk: CDS (640113442)	-	3702184	3703467	1284	887929	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	THE ENZYMES WHICH CATALYZE THE REVERSIBLE PHOSPHORYLOSIS OF PYRIMIDINE NUCLEOSIDES ARE INVOLVED IN THE DEGRADATION OF THESE COMPOUNDS AND IN THEIR UTILIZATION AS CARBON AND ENERGY SOURCES, OR IN THE RESCUE OF PYRIMIDINE BASES FOR NUCLEOTIDE SYNTHESIS [CAT	deoA	NP_217831.1	2.4.2.4	thymidine phosphorylase	11	Rv3314c
cdd	23386:26:00	NC_000962.gbk: CDS (640113442)	-	3703464	3703865	402	887975	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	THIS ENZYME SCAVENGE EXOGENOUS AND ENDOGENOUS CYTIDINE AND 2'-DEOXYCYTIDINE FOR UMP SYNTHESIS [CATALYTIC ACTIVITY: CYTIDINE + H(2)O = URIDINE + NH(3)].	cdd	NP_217832.1	3.5.4.5	cytidine deaminase	11	Rv3315c
sdhC	23386:27:00	NC_000962.gbk: CDS (640113442)	+	3704102	3704440	339	887969		INVOLVED IN TRICARBOXYLIC ACID CYCLE. MONO-HEME CYTOCHROME OF THE SUCCINATE DEHYDROGENASE COMPLEX.	sdhC	NP_217833.1	1.3.99.1	succinate dehydrogenase cytochrome B-556 subunit	11	Rv3316
sdhD	23386:28:00	NC_000962.gbk: CDS (640113442)	+	3704437	3704871	435	887845		INVOLVED IN TRICARBOXYLIC ACID CYCLE. HYDROPHOBIC COMPONENT OF THE SUCCINATE DEHYDROGENASE COMPLEX. COULD BE REQUIRED TO ANCHOR THE CATALYTIC COMPONENTS TO THE CYTOPLASMIC MEMBRANE	sdhD	NP_217834.1	1.3.99.1	succinate dehydrogenase hydrophobic membrane anchor subunit SdhD	11	Rv3317
sdhA	23386:29:00	NC_000962.gbk: CDS (640113442)	+	3705000	3706772	1773	887639	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN TRICARBOXYLIC ACID CYCLE. MEMBRANE-BOUND FAD-CONTAINING ENZYME WHICH IS RESPONSIBLE FOR SUCCINATE INTERCONVERSION [CATALYTIC ACTIVITY: SUCCINATE + ACCEPTOR = FUMARATE + REDUCED ACCEPTOR].	sdhA	NP_217835.1	1.3.5.1	succinate dehydrogenase flavoprotein subunit	11	Rv3318
sdhB	23386:30:00	NC_000962.gbk: CDS (640113442)	+	3706772	3707563	792	887562	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN TRICARBOXYLIC ACID CYCLE. MEMBRANE-BOUND FAD-CONTAINING ENZYME WHICH IS RESPONSIBLE FOR SUCCINATE INTERCONVERSION [CATALYTIC ACTIVITY: SUCCINATE + ACCEPTOR = FUMARATE + REDUCED ACCEPTOR].	sdhB	NP_217836.1	1.3.99.1	succinate dehydrogenase iron-sulfur subunit	11	Rv3319
NC_000962.gbk: CDS	23386:31:00	NC_000962.gbk: CDS (640113442)	-	3707642	3708070	429	887245		UNKNOWN		NP_217837.1		hypothetical protein	11	Rv3320c
NC_000962.gbk: CDS	23386:32:00	NC_000962.gbk: CDS (640113442)	-	3708074	3708316	243	887577		UNKNOWN		NP_217838.1		hypothetical protein	11	Rv3321c
NC_000962.gbk: CDS	23386:33:00	NC_000962.gbk: CDS (640113442)	-	3708438	3709052	615	887520		COULD CAUSE METHYLATION.		YP_177958.1	2.1.1.-	methyltransferase	11	Rv3322c
moaX	23386:34:00	NC_000962.gbk: CDS (640113442)	-	3709049	3709714	666	887578		THOUGHT TO BE INVOLVED IN MOLYBDENUM COFACTOR BIOSYNTHESIS.	moaX	YP_177959.1		MOAD-MOAE fusion protein MOAX	11	Rv3323c
moaC	23386:35:00	NC_000962.gbk: CDS (640113442)	-	3709715	3710269	555	887981		THOUGHT TO BE INVOLVED IN THE BIOSYNTHESIS OF MOLYBDOPTERIN.	moaC	NP_217841.2		molybdenum cofactor biosynthesis protein MoaC	11	Rv3324c
NC_000962.gbk: CDS	23386:36:00	NC_000962.gbk: CDS (640113442)	+	3710433	3710759	327	887314		INVOLVED IN THE TRANSPOSITION OF THE INSERTION SEQUENCE ELEMENT IS6110.		NP_217842.1		transposase	11	Rv3325
NC_000962.gbk: CDS	23386:37:00	NC_000962.gbk: CDS (640113442)	+	3710756	3711694	939	887563		INVOLVED IN THE TRANSPOSITION OF THE INSERTION SEQUENCE ELEMENT IS6110.		NP_217843.1		transposase	11	Rv3326
NC_000962.gbk: CDS	23386:38:00	NC_000962.gbk: CDS (640113442)	+	3711749	3713461	1713	887965		INVOLVED IN THE TRANSPOSITION IN THE INSERTION SEQUENCE ELEMENT IS1547.		NP_217844.1		transposase	11	Rv3327
sigJ	23386:39:00	NC_000962.gbk: CDS (640113442)	-	3713394	3714332	939	887964	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	THE SIGMA FACTOR IS AN INITIATION FACTOR THAT PROMOTES ATTACHMENT OF THE RNA POLYMERASE TO SPECIFIC INITIATION SITES AND THEN IS RELEASED.	sigJ	NP_217845.1		RNA polymerase sigma factor SigJ	11	Rv3328c
NC_000962.gbk: CDS	23386:40:00	NC_000962.gbk: CDS (640113442)	+	3714308	3715708	1401	888028	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN; PROBABLY INVOLVED IN CELLULAR METABOLISM.		NP_217846.2		hypothetical protein	11	Rv3329
dacB1	23386:41:00	NC_000962.gbk: CDS (640113442)	+	3715777	3716994	1218	887607	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN PEPTIDOGLYCAN SYNTHESIS (AT FINAL STAGES). HYDROLYZES THE BOUND D-ALANYL-D-ALANINE [CATALYTIC ACTIVITY: D-ALANYL-D-ALANINE + H(2)O = 2 D-ALANINE].	dacB1	NP_217847.1	3.4.16.4	penicillin-binding protein DacB1	11	Rv3330
sugI	23386:42:00	NC_000962.gbk: CDS (640113442)	+	3717090	3718598	1509	887504		THOUGHT TO BE INVOLVED IN TRANSPORT OF SUGAR ACROSS THE MEMBRANE. RESPONSIBLE FOR THE TRANSLOCATION OF THE SUBSTRATE ACROSS THE MEMBRANE.	sugI	NP_217848.1		sugar-transport integral membrane protein SugI	11	Rv3331
nagA	23386:43:00	NC_000962.gbk: CDS (640113442)	+	3718595	3719746	1152	887518		INVOLVED IN N-ACETYL GLUCOSAMINE UTILIZATION PATHWAY [CATALYTIC ACTIVITY: N-ACETYL-D-GLUCOSAMINE 6-PHOSPHATE + H(2)O = D-GLUCOSAMINE 6-PHOSPHATE + ACETATE].	nagA	NP_217849.1	3.5.1.25	N-acetylglucosamine-6-phosphate deacetylase	11	Rv3332
NC_000962.gbk: CDS	23386:44:00	NC_000962.gbk: CDS (640113442)	-	3719937	3720782	846	887632		UNKNOWN		NP_217850.1		hypothetical protein	11	Rv3333c
NC_000962.gbk: CDS	23386:45:00	NC_000962.gbk: CDS (640113442)	+	3721257	3721697	441	887593		INVOLVED IN A TRANSCRIPTIONAL MECHANISM.		NP_217851.1		MerR family transcriptional regulator	11	Rv3334
NC_000962.gbk: CDS	23386:46:00	NC_000962.gbk: CDS (640113442)	-	3721731	3722600	870	888029		UNKNOWN		NP_217852.1		hypothetical protein	11	Rv3335c
trpS	23386:47:00	NC_000962.gbk: CDS (640113442)	-	3722621	3723631	1011	887559	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN TRANSLATION MECHANISM [CATALYTIC ACTIVITY: ATP + L-TRYPTOPHAN + TRNA(TRP) = AMP + PYROPHOSPHATE + L-TRYPTOPHANYL-TRNA(TRP)].	trpS	NP_217853.1	6.1.1.2	tryptophanyl-tRNA synthetase	11	Rv3336c
NC_000962.gbk: CDS	23386:48:00	NC_000962.gbk: CDS (640113442)	+	3723656	3724042	387	887556		UNKNOWN		NP_217854.2		hypothetical protein	11	Rv3337
NC_000962.gbk: CDS	23386:49:00	NC_000962.gbk: CDS (640113442)	+	3723904	3724548	645	888020		UNKNOWN		NP_217855.1		hypothetical protein	11	Rv3338
icd1	23386:50:00	NC_000962.gbk: CDS (640113442)	-	3724615	3725844	1230	888013	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN THE KREBS CYCLE [CATALYTIC ACTIVITY: ISOCITRATE + NADP(+) = 2-OXOGLUTARATE + CO(2) + NADPH].	icd1	NP_217856.1	1.1.1.41	isocitrate dehydrogenase	11	Rv3339c
metC	23386:51:00	NC_000962.gbk: CDS (640113442)	+	3726127	3727476	1350	888037	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	TRANSFORMS O-ACETYLHOMOSERINE INTO L-METHIONINE [CATALYTIC ACTIVITY: O-ACETYL-L-HOMOSERINE + METHANETHIOL = L-METHIONINE + ACETATE].	metC	NP_217857.1	2.5.1.49	O-acetylhomoserine aminocarboxypropyltransferase	11	Rv3340
metX	23386:52:00	NC_000962.gbk: CDS (640113442)	+	3727488	3728627	1140	888030	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	CATALYZES ACYLATION OF L-HOMOSERINE. INVOLVED IN BIOSYNTHESIS OF METHIONINE; HTA VARIANT; FIRST STEP [CATALYTIC ACTIVITY: ACETYL-CoA + L-HOMOSERINE = CoA + O-ACETYL-L-HOMOSERINE].	metX	NP_217858.1	2.3.1.31	homoserine O-acetyltransferase	11	Rv3341
NC_000962.gbk: CDS	23386:53:00	NC_000962.gbk: CDS (640113442)	+	3728624	3729355	732	888046	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	CAUSES METHYLATION		NP_217859.1	2.1.1.-	methyltransferase	11	Rv3342
PPE54	23386:54:00	NC_000962.gbk: CDS (640113442)	-	3729364	3736935	7572	888033		UNKNOWN	PPE54	YP_177960.1		PPE family protein	11	Rv3343c
PE_PGRS49	23386:55:00	NC_000962.gbk: CDS (640113442)	-	3736984	3738438	1455	888115		UNKNOWN	PE_PGRS49	YP_177961.1		PE-PGRS family protein	11	Rv3344c
PE_PGRS50	23386:56:00	NC_000962.gbk: CDS (640113442)	-	3738158	3742774	4617	888114		UNKNOWN	PE_PGRS50	YP_177962.1		PE-PGRS family protein	11	Rv3345c
NC_000962.gbk: CDS	23386:57:00	NC_000962.gbk: CDS (640113442)	-	3743198	3743455	258	888010		UNKNOWN		NP_217863.1		hypothetical protein	11	Rv3346c
PPE55	23386:58:00	NC_000962.gbk: CDS (640113442)	-	3743711	3753184	9474	888120		UNKNOWN	PPE55	YP_177963.1		PPE family protein	11	Rv3347c
NC_000962.gbk: CDS	23386:59:00	NC_000962.gbk: CDS (640113442)	+	3753765	3754256	492	888110		POSSIBLY INVOLVED IN THE TRANSPOSITION OF THE INSERTION SEQUENCE IS1608'.		NP_217865.1		transposase	11	Rv3348
NC_000962.gbk: CDS	23387:00:00	NC_000962.gbk: CDS (640113442)	-	3754293	3755033	741	888126		POSSIBLY INVOLVED IN THE TRANSPOSITION OF THE INSERTION SEQUENCE IS1561'.		NP_217866.1		transposase	11	Rv3349c
PPE56	23387:01:00	NC_000962.gbk: CDS (640113442)	-	3755952	3767102	11151	888113		UNKNOWN	PPE56	YP_177964.1		PPE family protein	11	Rv3350c
NC_000962.gbk: CDS	23387:02:00	NC_000962.gbk: CDS (640113442)	-	3767346	3768140	795	888109		UNKNOWN		NP_217868.1		hypothetical protein	11	Rv3351c
NC_000962.gbk: CDS	23387:03:00	NC_000962.gbk: CDS (640113442)	-	3768222	3768593	372	888104		UNKNOWN; PROBABLY INVOLVED IN CELLULAR METABOLISM.		NP_217869.1		oxidoreductase	11	Rv3352c
NC_000962.gbk: CDS	23387:04:00	NC_000962.gbk: CDS (640113442)	-	3768736	3768996	261	888095		UNKNOWN		NP_217870.2		hypothetical protein	11	Rv3353c
NC_000962.gbk: CDS	23387:05:00	NC_000962.gbk: CDS (640113442)	+	3769111	3769500	390	887643	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_217871.1		hypothetical protein	11	Rv3354
NC_000962.gbk: CDS	23387:06:00	NC_000962.gbk: CDS (640113442)	-	3769514	3769807	294	887660		UNKNOWN		NP_217872.1		hypothetical protein	11	Rv3355c
folD	23387:07:00	NC_000962.gbk: CDS (640113442)	-	3769804	3770649	846	888145	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	NECESSARY FOR THE BIOSYNTHESIS OF PURINES, THYMYDYLATE, METHIONINE, HISTIDINE, PANTOTHENATE, AND FORMYL TRNA-MET [CATALYTIC ACTIVITY: 5,10-METHYLENETETRAHYDROFOLATE + NADP(+) = 5,10-METHENYLTETRAHYDROFOLATE + NADPH] [CATALYTIC ACTIVITY: 5,10-METHENYLTETRA	folD	NP_217873.1	3.5.4.9	bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase	11	Rv3356c
NC_000962.gbk: CDS	23387:08:00	NC_000962.gbk: CDS (640113442)	+	3770773	3771048	276	888135	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_217874.1		hypothetical protein	11	Rv3357
NC_000962.gbk: CDS	23387:09:00	NC_000962.gbk: CDS (640113442)	+	3771045	3771302	258	888139		UNKNOWN		NP_217875.1		hypothetical protein	11	Rv3358
NC_000962.gbk: CDS	23387:10:00	NC_000962.gbk: CDS (640113442)	+	3771344	3772534	1191	887668		UNKNOWN; PROBABLY INVOLVED IN CELLULAR METABOLISM.		NP_217876.1		oxidoreductase	11	Rv3359
NC_000962.gbk: CDS	23387:11:00	NC_000962.gbk: CDS (640113442)	+	3772651	3773019	369	888136		UNKNOWN		NP_217877.1		hypothetical protein	11	Rv3360
NC_000962.gbk: CDS	23387:12:00	NC_000962.gbk: CDS (640113442)	-	3773016	3773567	552	888130		UNKNOWN		NP_217878.1		hypothetical protein	11	Rv3361c
NC_000962.gbk: CDS	23387:13:00	NC_000962.gbk: CDS (640113442)	-	3773574	3774155	582	888088	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_217879.1		ATP/GTP-binding protein	11	Rv3362c
NC_000962.gbk: CDS	23387:14:00	NC_000962.gbk: CDS (640113442)	-	3774136	3774504	369	888090		UNKNOWN		NP_217880.1		hypothetical protein	11	Rv3363c
NC_000962.gbk: CDS	23387:15:00	NC_000962.gbk: CDS (640113442)	-	3774482	3774874	393	888085	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_217881.1		hypothetical protein	11	Rv3364c
NC_000962.gbk: CDS	23387:16:00	NC_000962.gbk: CDS (640113442)	-	3774871	3777501	2631	887652	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_217882.1		hypothetical protein	11	Rv3365c
spoU	23387:17:00	NC_000962.gbk: CDS (640113442)	+	3777737	3778201	465	887648		CAUSES METHYLATION.	spoU	NP_217883.1	2.1.1.-	tRNA/rRNA methylase SpoU	11	Rv3366
PE_PGRS51	23387:18:00	NC_000962.gbk: CDS (640113442)	+	3778568	3780334	1767	887404		UNKNOWN	PE_PGRS51	YP_177965.1		PE-PGRS family protein	11	Rv3367
NC_000962.gbk: CDS	23387:19:00	NC_000962.gbk: CDS (640113442)	-	3780335	3780979	645	887641	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN; PROBABLY INVOLVED IN CELLULAR METABOLISM		NP_217885.1		oxidoreductase	11	Rv3368c
NC_000962.gbk: CDS	23387:20:00	NC_000962.gbk: CDS (640113442)	+	3780978	3781412	435	887669	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_217886.1		hypothetical protein	11	Rv3369
dnaE2	23387:21:00	NC_000962.gbk: CDS (640113442)	-	3781501	3784776	3276	887259		DNA POLYMERASE III IS A COMPLEX, MULTICHAIN ENZYME RESPONSIBLE FOR MOST OF THE REPLICATIVE SYNTHESIS IN BACTERIA. THE ALPHA CHAIN IS THE DNA POLYMERASE. THOUGHT TO BE REGULATED BY Rv2720|LEXA [CATALYTIC ACTIVITY: N DEOXYNUCLEOSIDE TRIPHOSPHATE = N PYROPHO	dnaE2	NP_217887.2	2.7.7.7	error-prone DNA polymerase	11	Rv3370c
NC_000962.gbk: CDS	23387:22:00	NC_000962.gbk: CDS (640113442)	+	3784932	3786272	1341	888053		UNKNOWN		NP_217888.1		hypothetical protein	11	Rv3371
otsB2	23387:23:00	NC_000962.gbk: CDS (640113442)	+	3786314	3787489	1176	888137	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN OSMOREGULATORY TREHALOSE BIOSYNTHESIS. Mycobacteria can produce trehalose from glucose 6-phosphate and UDP-glucose (the OtsA-OtsB pathway) from glycogen-like alpha(1-->4)-linked glucose polymers (the TreY-TreZ pathway) and from maltose (the Tr	otsB2	NP_217889.1	3.1.3.12	trehalose 6-phosphate phosphatase	11	Rv3372
echA18	23387:24:00	NC_000962.gbk: CDS (640113442)	+	3787726	3788367	642	888123	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	COULD POSSIBLY OXIDIZES FATTY ACIDS USING SPECIFIC COMPONENTS [CATALYTIC ACTIVITY: (3S)-3-HYDROXYACYL-CoA = TRANS-2(OR 3)-ENOYL-CoA + H(2)O].	echA18	NP_217890.1	4.2.1.17	enoyl-CoA hydratase	11	Rv3373
echA18.1	23387:25:00	NC_000962.gbk: CDS (640113442)	+	3788368	3788616	249	888100		COULD POSSIBLY OXIDIZES FATTY ACIDS USING SPECIFIC COMPONENTS [CATALYTIC ACTIVITY: (3S)-3-HYDROXYACYL-CoA = TRANS-2(OR 3)-ENOYL-CoA + H(2)O].	echA18.1	YP_177966.1	4.2.1.17	enoyl-CoA hydratase	11	Rv3374
amiD	23387:26:00	NC_000962.gbk: CDS (640113442)	+	3788621	3790048	1428	888064	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN CELLULAR METABOLISM [CATALYTIC ACTIVITY: A MONOCARBOXYLIC ACID AMIDE + H(2)O = A MONOCARBOXYLATE + NH(3)].	amiD	NP_217892.1	3.5.1.4	amidase	11	Rv3375
NC_000962.gbk: CDS	23387:27:00	NC_000962.gbk: CDS (640113442)	+	3790156	3790809	654	888066	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_217893.1		hypothetical protein	11	Rv3376
NC_000962.gbk: CDS	23387:28:00	NC_000962.gbk: CDS (640113442)	-	3790848	3792353	1506	888073	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_217894.1		cyclase	11	Rv3377c
NC_000962.gbk: CDS	23387:29:00	NC_000962.gbk: CDS (640113442)	-	3792358	3793248	891	888075		UNKNOWN		NP_217895.1		hypothetical protein	11	Rv3378c
dxs2	23387:30:00	NC_000962.gbk: CDS (640113442)	-	3793257	3794867	1611	888080		CATALYZES THE ACYLOIN CONDENSATION REACTION BETWEEN C ATOMS 2 AND 3 OF PYRUVATE AND GLYCERALDEHYDE 3-PHOSPHATE TO YIELD 1-DEOXY-D-XYLULOSE-5-PHOSPHATE (DXP). POSSIBLY INVOLVED IN DEOXYXYLULOSE-5-PHOSPHATE PATHWAY (DXP) OF ISOPRENOID BIOSYNTHESIS (AT THE F	dxs2	NP_217896.1	2.2.1.7	1-deoxy-D-xylulose-5-phosphate synthase	11	Rv3379c
NC_000962.gbk: CDS	23387:31:00	NC_000962.gbk: CDS (640113442)	-	3795100	3795984	885	887411		INVOLVED IN THE TRANSPOSITION OF THE INSERTION SEQUENCE IS6110.		NP_217897.1		transposase	11	Rv3380c
NC_000962.gbk: CDS	23387:32:00	NC_000962.gbk: CDS (640113442)	-	3796035	3796361	327	887646		INVOLVED IN THE TRANSPOSITION OF THE INSERTION SEQUENCE IS6110.		NP_217898.1		transposase	11	Rv3381c
lytB1	23387:33:00	NC_000962.gbk: CDS (640113442)	-	3796448	3797437	990	887953		NOT KNOW. POSSIBLY INVOLVED IN DRUG/ANTIBIOTIC TOLERANCE. IN OTHER ORGANISMS, LYTB PRODUCT IS INVOLVED IN PENICILLIN TOLERANCE AND CONTROL OF THE STRINGENT RESPONSE.	lytB1	YP_177967.1		LYTB-like protein LYTB1	11	Rv3382c
