Genome	Accession	Locus Tag	RefSeq Locus Tag	Annotation	Feature Type	Start	End	Length	Strand	Protein ID	AA Length	Gene Symbol	Product	Pseudo Gene	Bound Moiety	AntiCodon	
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3850	Rv3446c	PATRIC	CDS	3863317	3864531	1215	-		404		Type VII secretion-associated protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3851	Rv3447c	PATRIC	CDS	3864528	3868043	3516	-		1171		FtsK/SpoIIIE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3852		PATRIC	CDS	3868060	3868365	306	+		101		FIG00824274: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3853	Rv3448	PATRIC	CDS	3868352	3869755	1404	+		467		PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3854	Rv3449	PATRIC	CDS	3869746	3871119	1374	+		457	mycP4	subtilase family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3855	Rv3450c	PATRIC	CDS	3871084	3872496	1413	-		470		PROBABLE CONSERVED MEMBRANE PROTEIN				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3856	Rv3451	PATRIC	CDS	3872617	3873405	789	+		262	cut3	serine esterase, cutinase family				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3857	Rv3452	PATRIC	CDS	3873452	3874132	681	+		226	cut4	serine esterase, cutinase family				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3858	Rv3453	PATRIC	CDS	3874536	3874736	201	+		66		PROBABLE CONSERVED TRANSMEMBRANE PROTEIN				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3859	Rv3454	PATRIC	CDS	3874759	3876090	1332	+		443		PROBABLE CONSERVED TRANSMEMBRANE PROTEIN				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3860	Rv3455c	PATRIC	CDS	3876052	3876822	771	-		256	truA	tRNA pseudouridine synthase A (EC 4.2.1.70)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3861	Rv3456c	PATRIC	CDS	3876890	3877432	543	-		180	rplQ	LSU ribosomal protein L17p				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3862	Rv3457c	PATRIC	CDS	3877464	3878507	1044	-		347	rpoA	DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3863	Rv3458c	PATRIC	CDS	3878659	3879264	606	-		201	rpsD	SSU ribosomal protein S4p (S9e)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3864	Rv3459c	PATRIC	CDS	3879273	3879692	420	-		139	rpsK	SSU ribosomal protein S11p (S14e)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3865	Rv3460c	PATRIC	CDS	3879696	3880070	375	-		124	rpsM	SSU ribosomal protein S13p (S18e)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3866	Rv3461c	PATRIC	CDS	3880286	3880399	114	-		37	rpmJ	LSU ribosomal protein L36p				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3867	Rv3462c	PATRIC	CDS	3880432	3880653	222	-		73	infA	Translation initiation factor 1				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3868	Rv3463	PATRIC	CDS	3880907	3881764	858	+		285		Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3869	Rv3464	PATRIC	CDS	3881837	3882832	996	+		331	rmlB	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3870	Rv3465	PATRIC	CDS	3882834	3883442	609	+		202	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3871		PATRIC	CDS	3883852	3883971	120	-		39		FIG00821342: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3872	Rv3467	PATRIC	CDS	3883958	3884917	960	+		319		Partial REP13E12 repeat protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3873	Rv3468c	PATRIC	CDS	3884975	3886069	1095	-		364		UDP-glucose 4-epimerase (EC 5.1.3.2)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3874	Rv3469c	PATRIC	CDS	3886073	3887014	942	-		313	mhpE	4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.-)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3875	Rv3470c	PATRIC	CDS	3887144	3888802	1659	-		552	ilvB2	Acetohydroxy acid synthase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3876	Rv3471c	PATRIC	CDS	3888808	3889293	486	-		161		Mannose-6-phosphate isomerase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3877	Rv3472	PATRIC	CDS	3889362	3889868	507	+		168		FIG00820398: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3878	Rv3473c	PATRIC	CDS	3889948	3890733	786	-		261	bpoA	Peroxidase BpoA				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3879	Rv3474	PATRIC	CDS	3890830	3891156	327	+		108		Mobile element protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3880	Rv3475	PATRIC	CDS	3891207	3892091	885	+		294		Mobile element protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3881	Rv3476c	PATRIC	CDS	3892371	3893768	1398	-		465	kgtP	dicarboxylic acid transporter PcaT				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3882		PATRIC	CDS	3893707	3893820	114	+		37		FIG00821962: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3883	Rv3477	PATRIC	CDS	3894093	3894389	297	+		98	PE31	PE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3884	Rv3478	PATRIC	CDS	3894426	3895607	1182	+		393	PPE60	PPE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3885	Rv3479	PATRIC	CDS	3895637	3898885	3249	+		1082		POSSIBLE TRANSMEMBRANE PROTEIN				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3886	Rv3480c	PATRIC	CDS	3898909	3900402	1494	-		497		Wax ester synthase/acyl-CoA:diacylglycerol acyltransferase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3887	Rv3481c	PATRIC	CDS	3900493	3901239	747	-		248		PROBABLE INTEGRAL MEMBRANE PROTEIN				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3888	Rv3482c	PATRIC	CDS	3901324	3902106	783	-		260		PROBABLE CONSERVED MEMBRANE PROTEIN				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3889	Rv3483c	PATRIC	CDS	3902150	3902695	546	-		181		Lipoprotein LppP/LprE				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3890	Rv3484	PATRIC	CDS	3903171	3904616	1446	+		481	cpsA	Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily A1 (as in PMID19099556)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3891	Rv3485c	PATRIC	CDS	3904622	3905503	882	-		293		short chain dehydrogenase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3892		PATRIC	CDS	3905563	3905682	120	-		39		FIG00823792: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3894	Rv3487c	PATRIC	CDS	3906174	3907031	858	-		285	lipF	putative esterase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3895	Rv3488	PATRIC	CDS	3907667	3907990	324	+		107		Transcriptional regulator, PadR family				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3896	Rv3489	PATRIC	CDS	3908072	3908236	165	+		54		FIG00820754: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3897	Rv3490	PATRIC	CDS	3908302	3909738	1437	+		478	otsA	Alpha,alpha-trehalose-phosphate synthase [UDP-forming] (EC 2.4.1.15)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3898	Rv3491	PATRIC	CDS	3909890	3910468	579	+		192		FIG00820113: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3899	Rv3492c	PATRIC	CDS	3910465	3910938	474	-		157		MCE-associated transmembrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3900	Rv3493c	PATRIC	CDS	3910947	3911549	603	-		200		MCE-associated alanine and valine rich protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3901	Rv3494c	PATRIC	CDS	3911675	3913369	1695	-		564	mce4F	MCE-family protein Mce1F				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3902	Rv3495c	PATRIC	CDS	3913380	3914534	1155	-		384	lprN	MCE-family lipoprotein LprK (MCE-family lipoprotein Mce1e)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3903	Rv3496c	PATRIC	CDS	3914531	3915886	1356	-		451	mce4D	MCE-family protein Mce1D				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3904	Rv3497c	PATRIC	CDS	3915883	3916956	1074	-		357	mce4C	MCE-family protein Mce1C				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3905	Rv3498c	PATRIC	CDS	3916946	3917998	1053	-		350	mce4B	MCE-family protein Mce1B				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3906	Rv3499c	PATRIC	CDS	3917998	3919200	1203	-		400	mce4A	MCE-family protein Mce1A				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3907	Rv3500c	PATRIC	CDS	3919220	3920062	843	-		280	yrbE4B	Conserved hypothetical integral membrane protein YrbE1B				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3908	Rv3501c	PATRIC	CDS	3920097	3920861	765	-		254	yrbE4A	Conserved hypothetical integral membrane protein YrbE1A				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3909	Rv3502c	PATRIC	CDS	3921087	3922040	954	-		317	fabG	Probable short-chain type dehydrogenase/reductase (EC 1.-.-.-)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3910	Rv3503c	PATRIC	CDS	3922065	3922256	192	-		63	fdxD	Ferredoxin				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3911	Rv3504	PATRIC	CDS	3922471	3923673	1203	+		400	fadE26	FadE30				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3912	Rv3505	PATRIC	CDS	3923698	3924819	1122	+		373	fadE27	Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.99.2)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3913	Rv3506	PATRIC	CDS	3924890	3926398	1509	+		502	fadD17	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3914	Rv3507	PATRIC	CDS	3926569	3930714	4146	+		1381	PE_PGRS53	hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3915	Rv3508	PATRIC	CDS	3931005	3936710	5706	+		1901	PE_PGRS54	PE-PGRS virulence associated protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3916	Rv3509c	PATRIC	CDS	3936877	3938424	1548	-		515	ilvX	COG0028: Thiamine pyrophosphate-requiring enzymes				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3917	Rv3510c	PATRIC	CDS	3938421	3939257	837	-		278		PROBABLE ANTIBIOTIC-RESISTANCE PROTEIN				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3918	Rv3511	PATRIC	CDS	3939617	3941761	2145	+		714	PE_PGRS55	PE-PGRS virulence associated protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3919		PATRIC	CDS	3941721	3943058	1338	-		445		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3920		PATRIC	CDS	3943098	3943379	282	-		93		Merozoite surface protein 2				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3921		PATRIC	CDS	3943406	3943813	408	-		135		peptidase C14, caspase catalytic subunit p20				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3922	Rv3512	PATRIC	CDS	3943812	3944963	1152	+		383	PE_PGRS56	PE-PGRS virulence associated protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3923	Rv3513c	PATRIC	CDS	3945092	3945616	525	-		174	fadD18	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3924	Rv3514	PATRIC	CDS	3945794	3950263	4470	+		1489	PE_PGRS57	hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3925	Rv3515c	PATRIC	CDS	3950824	3952464	1641	-		546	fadD19	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3926	Rv3516	PATRIC	CDS	3952526	3953335	810	+		269	echA19	Enoyl-CoA hydratase (EC 4.2.1.17)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3927	Rv3517	PATRIC	CDS	3953431	3954270	840	+		279		FIG00821502: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3928	Rv3518c	PATRIC	CDS	3954325	3955521	1197	-		398	cyp142	putative cytochrome P450 hydroxylase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3929	Rv3519	PATRIC	CDS	3955541	3956260	720	+		239		Acetoacetate decarboxylase family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3930	Rv3520c	PATRIC	CDS	3956325	3957356	1032	-		343		Coenzyme F420-dependent oxidoreductase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3931	Rv3521	PATRIC	CDS	3957428	3958432	1005	+		334		FIG00996312: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3932	Rv3522	PATRIC	CDS	3958448	3959512	1065	+		354	ltp4	Lipid-transfer protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3933	Rv3523	PATRIC	CDS	3959529	3960713	1185	+		394	ltp3	3-ketoacyl-CoA thiolase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3934	Rv3524	PATRIC	CDS	3961052	3961786	735	+		244		Serine/threonine protein kinase (EC 2.7.11.1)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3935	Rv3525c	PATRIC	CDS	3961800	3962324	525	-		174		carbonic anhydrase, family 3				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3936		PATRIC	CDS	3962412	3962561	150	-		49		FIG00823745: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3937	Rv3526	PATRIC	CDS	3962544	3963599	1056	+		351		Terminal oxygenase KshA				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3938	Rv3527	PATRIC	CDS	3963605	3964054	450	+		149		FIG00820011: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3939		PATRIC	CDS	3964168	3964296	129	+		42		FIG00820869: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3940	Rv3528c	PATRIC	CDS	3964479	3965012	534	-		177		FIG00820460: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3941		PATRIC	CDS	3965444	3965620	177	+		58		FIG00821812: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3942		PATRIC	CDS	3965625	3965822	198	+		65		FIG00822113: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3943	Rv3529c	PATRIC	CDS	3965884	3967011	1128	-		375		FIG00994930: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3944	Rv3530c	PATRIC	CDS	3967038	3967820	783	-		260		Short-chain dehydrogenase/reductase SDR				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3945	Rv3531c	PATRIC	CDS	3967817	3968944	1128	-		375		FIG00994788: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3946	Rv3532	PATRIC	CDS	3969343	3970563	1221	+		406	PPE61	PPE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3947	Rv3533c	PATRIC	CDS	3970705	3972453	1749	-		582	PPE62	PPE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3948	Rv3534c	PATRIC	CDS	3972552	3973592	1041	-		346		4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.-)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3949	Rv3535c	PATRIC	CDS	3973589	3974500	912	-		303		Acetaldehyde dehydrogenase, acetylating, (EC 1.2.1.10) in gene cluster for degradation of phenols, cresols, catechol				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3950	Rv3536c	PATRIC	CDS	3974511	3975296	786	-		261		2-keto-4-pentenoate hydratase (EC 4.2.1.-)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3951	Rv3537	PATRIC	CDS	3975360	3977060	1701	+		566		3-oxosteroid 1-dehydrogenase (EC 1.3.99.4)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3952	Rv3538	PATRIC	CDS	3977062	3977922	861	+		286		Enoyl-CoA hydratase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3953	Rv3539	PATRIC	CDS	3978059	3979498	1440	+		479	PPE63	PPE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3954	Rv3540c	PATRIC	CDS	3979499	3980659	1161	-		386	ltp2	Lipid carrier protein IgrF				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3955	Rv3541c	PATRIC	CDS	3980659	3981030	372	-		123		Enoyl coenzyme A hydratase IgrE				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3956	Rv3542c	PATRIC	CDS	3981045	3981971	927	-		308		Conserved protein IgrD				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3957	Rv3543c	PATRIC	CDS	3981977	3983140	1164	-		387	fadE29	Probable acyl-CoA dehydrogenase FadE29 (EC 1.3.99.-); Acyl-CoA dehydrogenase IgrC				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3958	Rv3544c	PATRIC	CDS	3983125	3984144	1020	-		339	fadE28	Probable acyl-CoA dehydrogenase FadE28 (EC 1.3.99.-); Acyl-CoA dehydrogenase IgrB				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3959	Rv3545c	PATRIC	CDS	3984144	3985397	1254	-		417	cyp125	Putative cytochrome P450 125 (EC 1.14.-.-); Putative cytochrome P450 IgrA				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3960	Rv3546	PATRIC	CDS	3985557	3986732	1176	+		391	fadA5	Probable acetyl-CoA acetyltransferase FadA5 (EC 2.3.1.9)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3961	Rv3547	PATRIC	CDS	3986844	3987299	456	+		151		Putative uncharacterized protein BCG_3611				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3962	Rv3548c	PATRIC	CDS	3987382	3988296	915	-		304		Putative uncharacterized protein (Hypothetical short-chain type dehydrogenase/reductase)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3963	Rv3549c	PATRIC	CDS	3988319	3989098	780	-		259		Probable short-chain type dehydrogenase/reductase (EC 1.-.-.-)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3965	Rv3551	PATRIC	CDS	3989896	3990774	879	+		292		Putative CoA-transferase subunit alpha Rv3551/MT3655 (EC 2.8.3.-)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3966	Rv3552	PATRIC	CDS	3990771	3991523	753	+		250		Putative CoA-transferase subunit beta Rv3552/MT3656 (EC 2.8.3.-)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3967	Rv3553	PATRIC	CDS	3991621	3992688	1068	+		355		2-nitropropane dioxygenase (EC 1.13.11.32)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3968	Rv3554	PATRIC	CDS	3992739	3994742	2004	+		667	fdxB	Possible electron transfer protein FdxB (EC 1.-.-.-)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3969	Rv3555c	PATRIC	CDS	3994830	3995705	876	-		291		Putative uncharacterized protein BCG_3619c				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3970	Rv3556c	PATRIC	CDS	3995804	3996964	1161	-		386	fadA6	Probable acetyl-CoA acetyltransferase FadA6 (EC 2.3.1.9)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3971	Rv3557c	PATRIC	CDS	3997029	3997622	594	-		197		Transcriptional factor in putative operon for degradation of branched-chain alkanes, nitroalkanes and may be also cyclic ketones, alkenoic acids				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3972	Rv3558	PATRIC	CDS	3997980	3999638	1659	+		552	PPE64	PPE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3973	Rv3559c	PATRIC	CDS	3999647	4000435	789	-		262		3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3974	Rv3560c	PATRIC	CDS	4000432	4001589	1158	-		385	fadE30	FadE30				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3975	Rv3561	PATRIC	CDS	4001637	4003160	1524	+		507	fadD3	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3976	Rv3562	PATRIC	CDS	4003161	4004294	1134	+		377	fadE31	Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.99.2)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3977	Rv3563	PATRIC	CDS	4004297	4005250	954	+		317	fadE32	Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.99.2)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3978	Rv3564	PATRIC	CDS	4005271	4006203	933	+		310	fadE33	Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.99.2)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3979	Rv3565	PATRIC	CDS	4006200	4007366	1167	+		388	aspB	Valine--pyruvate aminotransferase (EC 2.6.1.66)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3980	Rv3566c	PATRIC	CDS	4007331	4008182	852	-		283	nat	Arylamine N-acetyltransferase (EC 2.3.1.5)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3981		PATRIC	CDS	4008176	4008448	273	+		90		FIG00824752: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3982		PATRIC	CDS	4008464	4008634	171	-		56		FIG00822596: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3983	Rv3567c	PATRIC	CDS	4008719	4009282	564	-		187		Nitrilotriacetate monooxygenase component B (EC 1.14.13.-)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3984	Rv3568c	PATRIC	CDS	4009297	4010199	903	-		300	bphC	2,3-dihydroxybiphenyl 1,2-dioxygenase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3985	Rv3569c	PATRIC	CDS	4010196	4011071	876	-		291	bphD	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase (EC 3.7.1.-)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3986	Rv3570c	PATRIC	CDS	4011086	4012270	1185	-		394		POSSIBLE OXIDOREDUCTASE				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3987	Rv3571	PATRIC	CDS	4012417	4013493	1077	+		358	hmp	Phenylacetate-CoA oxygenase/reductase, PaaK subunit				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3988	Rv3572	PATRIC	CDS	4013511	4014041	531	+		176		FIG00821138: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3989	Rv3573c	PATRIC	CDS	4014077	4016212	2136	-		711	fadE34	Acyl-CoA dehydrogenase (EC 1.3.99.-)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3990		PATRIC	CDS	4016417	4016560	144	-		47		FIG00830654: hypothetical protein				
